x,y,radius
2438,192,26.0
3092,2807,23.0
2059,1743,21.0
661,4388,29.0
285,2098,26.5
3115,2472,25.5
1006,2823,27.0
1551,4716,20.5
1754,587,22.0
3589,2093,24.5
3410,2723,22.0
589,4286,20.0
2710,3945,21.5
2715,429,24.5
724,3311,28.0
3336,2313,24.5
2302,3733,25.5
332,2561,24.0
1786,4869,22.0
3916,1022,25.5
4342,2722,24.0
3772,2596,21.0
653,3288,29.5
1209,2259,29.0
3741,2787,24.0
348,2321,25.5
1424,1959,29.0
545,3276,22.5
1991,486,24.5
4797,1034,26.5
487,1789,21.0
3975,1984,23.5
2240,2786,25.0
1592,4268,25.0
4465,861,26.0
2985,190,25.0
780,2205,29.0
4813,4265,26.5
3684,1608,28.5
2092,4900,20.5
3167,843,21.0
4873,3272,26.5
3424,485,25.5
3587,4434,21.0
1900,4845,22.5
569,3787,20.5
2357,4092,24.5
1579,1284,26.0
883,3550,22.0
456,3584,25.5
4508,3687,23.0
4192,2357,22.0
1283,181,27.5
3372,1633,23.0
46,3398,27.5
4257,1152,30.0
385,406,25.5
3461,2562,24.5
1807,360,20.5
3258,4670,24.0
1175,4023,22.0
3315,1315,30.0
26,862,26.0
2238,2304,29.0
1915,666,30.0
4855,576,30.0
2111,159,25.0
3488,4183,20.5
4787,3620,28.5
3135,2661,22.0
4342,584,28.0
1329,254,26.5
2345,1514,21.0
1495,1509,24.0
2989,343,24.0
4242,3329,27.0
4445,939,20.5
1438,2149,27.5
3933,2863,20.5
344,4136,30.0
2442,3675,27.0
4523,3335,30.0
4755,150,26.0
2156,1594,28.0
2324,707,27.5
2219,3030,23.0
3374,675,23.0
1928,2438,26.0
1323,1367,20.5
4434,43,29.5
3014,4515,26.5
1393,4837,21.0
2366,3105,27.5
3049,1412,20.5
2582,49,22.5
266,4152,21.5
1434,2316,24.0
2856,2562,24.0
4070,1431,20.5
4935,678,28.5
840,1953,21.0
2059,4519,22.5
3034,1556,25.5
3580,4745,27.5
4296,35,25.0
1297,315,20.5
3316,3984,29.0
2099,3742,26.5
1614,3736,25.5
3335,3385,22.5
2510,713,27.0
3056,4348,27.0
3181,3691,28.5
4084,3465,24.0
1484,2430,21.5
2002,4528,27.5
2790,1722,20.5
3255,4213,21.0
4290,2946,25.5
1927,2253,27.5
3784,513,24.0
2907,1861,21.5
3516,3431,29.0
2557,844,24.0
247,3796,25.5
3221,3177,25.0
1935,3941,28.5
1563,3378,20.0
2897,2795,21.5
2527,4797,24.5
3765,2295,30.0
601,4754,27.0
2371,2223,25.0
3030,771,20.0
4827,3852,27.5
788,2765,26.0
3799,4154,20.0
1788,4117,26.0
990,313,28.0
3377,1189,26.5
2898,712,23.0
2013,4948,21.0
1639,3945,28.5
1024,1981,30.0
212,3717,24.0
641,3957,23.0
2335,193,22.5
763,2315,28.0
492,3757,30.0
1520,2457,20.0
2809,2209,29.5
4883,2041,20.5
3005,2952,26.0
4956,318,24.0
4216,4445,26.0
4399,2243,23.0
3127,4613,22.0
2635,3157,20.5
4082,1675,25.0
1068,4763,25.5
4925,1020,28.0
734,3752,29.0
4096,4033,20.5
4214,3062,22.5
3605,1411,22.0
4024,4713,27.5
582,4194,23.5
3526,269,20.5
3538,3324,28.5
4624,2030,25.0
131,2912,22.0
3195,4872,23.5
1794,3233,20.0
956,3586,27.5
2271,4092,23.0
3559,4097,23.0
617,4564,23.0
2483,1431,24.5
4102,3597,25.5
1249,3690,29.5
668,2821,25.5
1575,3931,23.0
4689,2116,28.5
1893,4795,26.5
3424,2469,27.0
4203,3370,26.0
4731,3502,25.0
2378,3163,29.0
544,2492,26.5
2501,2166,23.0
1854,281,22.5
2757,2083,29.0
1861,4331,23.0
3380,3033,23.0
3401,2342,25.5
4427,1449,30.0
3326,4100,24.5
1901,1695,27.0
4369,231,25.0
1346,1111,22.5
2872,403,26.0
4020,619,24.5
1475,3854,21.0
1128,3202,22.5
4215,145,28.5
4133,3025,23.5
2292,1995,26.0
348,1153,23.5
3012,2368,20.0
4769,4694,21.5
2652,3246,27.0
1835,1140,25.0
3093,4463,21.0
3895,2888,20.0
2635,4513,23.0
1732,4569,21.5
2351,4431,24.5
333,754,25.5
2486,1163,22.0
689,4766,25.0
3793,1777,22.5
2166,238,21.0
1061,273,26.5
706,4946,29.0
4251,1222,24.5
1000,4733,26.5
4742,2611,24.5
1309,2188,25.5
92,98,28.5
3946,4516,28.5
4739,4809,27.5
4251,3850,28.0
1171,2292,21.0
828,2822,22.0
4258,3010,25.0
3910,1890,21.0
4006,256,29.0
904,2572,23.0
613,1456,27.5
4925,4751,25.5
3759,4572,24.0
2224,1387,22.5
1267,2817,26.0
3274,1216,27.0
4570,528,25.0
4181,3745,26.0
3389,1137,23.5
3585,2813,24.5
2582,3783,21.0
735,2153,23.0
4439,2101,29.5
4101,4427,22.0
1039,2950,26.5
186,3173,23.5
2534,2051,25.5
4117,260,25.0
3856,1770,24.0
2693,1422,24.0
207,655,21.5
21,2086,21.5
1816,3606,21.0
1145,1531,28.0
277,968,20.5
1132,3308,20.5
4462,4076,22.0
4068,923,25.0
1693,4971,26.0
3759,1970,23.5
3135,2410,26.5
3002,1492,24.5
877,4837,26.5
3559,2310,28.0
4237,1729,20.5
4020,991,25.0
805,615,27.5
4713,2481,24.0
2413,2533,24.0
3658,1928,29.0
3897,639,24.0
3073,4197,27.0
1186,3515,22.0
279,2523,23.5
4294,912,25.5
2761,1987,22.0
4378,4029,23.5
1557,1459,22.0
1251,832,27.5
1545,1773,29.0
2155,4372,22.5
365,3903,27.5
444,1677,30.0
1669,302,22.5
3910,3655,25.0
3889,3910,27.5
529,1401,28.0
2163,4875,27.0
2253,4860,26.5
2023,3675,29.0
2117,1740,26.5
388,3022,22.0
3689,3147,23.0
3277,4823,20.5
2972,875,23.5
3467,2292,28.5
3235,1348,25.0
3353,2914,20.5
1366,2983,25.0
885,602,23.0
787,4705,20.0
4394,1029,27.0
3392,2044,21.0
2707,4674,26.5
1999,4183,22.5
3684,1087,25.5
2490,3703,21.5
4551,2173,26.0
66,2943,21.5
2732,3344,25.0
173,1787,27.5
404,4537,22.5
2296,3652,23.5
4409,1921,20.5
1018,3077,28.5
4911,1468,27.0
2141,1045,24.5
2690,1353,20.0
4559,4284,20.0
3923,2273,23.0
4149,2497,27.5
1472,2222,25.0
2947,2042,21.5
2455,4613,26.0
3808,2052,25.0
581,2581,29.0
942,3313,23.0
2233,4014,23.5
2574,2675,27.0
1643,1780,29.5
1370,1174,28.5
2764,2515,21.0
2606,3956,26.5
3731,2198,21.5
821,3358,28.5
3600,1928,21.0
609,845,28.0
3930,1495,29.5
439,121,26.5
1222,1779,28.5
2905,614,29.0
1564,850,24.0
1960,1184,25.0
3731,2855,30.0
2148,2702,24.0
1031,1645,22.0
3023,602,21.0
2560,593,28.5
4460,1035,23.0
3946,370,29.5
4389,3645,23.5
4091,4200,23.5
1439,2656,28.0
932,4258,23.5
94,2053,28.5
1033,358,27.5
2397,922,21.5
4820,351,21.5
4886,2254,23.0
4926,1168,20.5
2792,1613,20.5
370,3635,24.0
364,1854,24.0
1757,4623,26.5
2420,51,25.5
267,2900,26.5
2914,3897,22.0
1758,3378,24.5
1937,3305,20.5
4432,3737,25.0
1305,3020,29.0
798,2370,23.0
3554,1935,21.0
1580,1223,30.0
4289,4324,25.0
957,408,28.5
686,2222,24.5
1370,3452,24.0
1136,2642,20.0
2317,1404,28.5
4105,333,20.5
3877,3791,23.5
463,3484,26.0
2321,1331,24.5
4423,4105,24.5
222,3324,29.5
2185,3324,29.5
4204,1259,29.0
4117,4496,23.5
3991,3362,24.5
4963,1220,25.0
1531,1601,29.0
1809,3903,27.5
1571,104,27.0
4167,3091,27.0
2017,1959,30.0
4617,4622,27.0
2471,4286,26.5
4719,4144,29.0
3379,1871,23.5
4605,3152,23.5
4032,2074,30.0
3329,4168,27.5
329,3415,30.0
3042,3487,27.5
2276,3420,21.5
2678,2442,22.0
4390,2918,23.0
2911,2959,26.0
283,183,26.0
445,3028,27.0
1241,3445,20.5
1069,4297,23.5
3988,4407,20.0
171,4468,23.0
3011,3090,20.0
4221,331,22.0
1745,2180,27.0
3337,4438,27.0
449,1934,29.0
860,2376,30.0
1356,527,28.5
2195,2647,25.5
1048,3147,21.5
128,4115,27.5
332,1065,22.5
755,1722,29.5
4913,1366,20.5
4129,3522,26.0
4006,700,20.0
1566,37,21.5
4357,2211,25.5
1542,4095,25.5
3311,1012,27.5
4918,4425,29.0
106,2612,28.5
3695,2463,27.0
3426,3282,23.5
1649,2272,23.5
4495,4428,26.5
2834,2892,27.0
4329,2018,24.5
2760,1868,28.0
1408,678,27.0
1404,1108,26.5
4618,4830,20.0
732,1879,25.0
1694,3636,23.0
1695,4920,23.0
1116,1105,25.0
1889,1176,29.5
2768,1013,26.0
226,1469,28.5
4598,3913,28.0
2341,2332,20.5
3501,3070,27.0
2563,3510,25.0
3831,1995,29.0
2379,3363,25.5
251,3225,26.5
3126,1401,21.0
4179,819,24.0
1689,2330,29.0
4553,961,26.0
886,1905,29.0
1965,3741,25.0
3849,1198,26.5
4266,4159,23.0
1942,352,25.5
460,1425,27.0
1733,174,26.0
1477,227,22.0
4224,4715,23.0
2531,1758,23.0
1418,4795,23.5
732,1576,29.5
461,4938,20.0
1869,4621,25.5
840,1212,23.5
769,4816,25.0
4068,3770,29.0
57,1075,23.5
3573,4261,27.5
4460,4527,22.5
1504,555,25.5
4137,619,26.5
2429,603,25.0
2464,1511,29.5
2914,1955,23.0
4493,1726,23.0
548,4347,24.0
434,1282,25.5
2879,2321,29.0
1142,4462,20.5
3286,2660,21.5
879,2836,25.5
1243,2121,25.0
278,290,30.0
2616,1105,25.0
4088,2387,23.5
806,278,21.5
793,4159,20.0
4185,1121,28.0
718,2878,28.5
1036,109,26.5
407,2108,29.5
2044,826,29.5
4618,4206,26.0
2092,603,28.0
3457,3233,25.0
4154,4060,21.0
2194,4475,26.5
547,1781,23.0
2657,2687,20.0
927,803,29.0
4514,799,26.5
856,4378,24.0
498,1597,24.0
1323,1574,25.0
4564,3171,21.5
2021,3747,29.5
237,3891,24.0
3646,4107,23.5
4146,2699,27.5
2159,1901,24.5
1258,2735,22.5
4490,1088,21.5
218,1371,24.5
3553,3473,26.0
1981,3629,27.5
4266,4084,27.0
4710,2006,25.5
3091,2274,23.5
147,3013,20.0
2300,2158,22.5
4666,924,29.5
821,874,29.5
3775,4472,22.0
814,1686,24.0
1180,139,22.0
4847,696,27.0
1409,1398,22.0
2102,278,28.5
2103,70,22.0
85,3919,30.0
1827,2827,25.5
2719,1385,21.0
1878,2747,21.5
483,2056,21.0
4014,1133,22.0
1308,456,23.0
1694,4337,21.5
1411,1669,29.0
4336,3784,22.0
785,762,23.0
1739,2042,23.0
3387,310,30.0
2919,1697,29.5
983,3200,26.5
1568,627,23.0
2060,1215,25.0
3940,719,20.0
433,200,27.5
796,4919,23.0
2140,1659,22.5
2503,3217,22.5
4654,3437,20.5
662,516,23.0
2356,2461,26.5
3252,3889,26.0
326,1449,25.0
3359,4215,27.5
773,4431,21.0
3010,3402,27.0
28,1895,22.0
3830,1144,23.5
1107,321,24.5
1074,627,23.0
584,4962,22.0
2393,4621,26.5
165,3106,28.0
3149,2136,28.5
4293,773,29.0
3563,1476,22.5
3910,4949,23.0
3390,4710,21.0
4597,1638,28.0
2963,103,23.0
3415,4496,21.0
4142,4572,23.5
1600,4451,25.5
3632,3884,26.5
1621,2769,23.0
91,2699,27.5
4472,2762,27.0
3030,1949,25.0
2321,1610,28.5
1537,2017,22.0
3462,1830,28.0
3326,613,20.5
3491,3752,29.5
2133,4949,24.0
3821,1549,29.5
998,649,28.5
2616,1422,25.0
1400,3844,24.5
303,543,21.0
4638,2614,27.5
3435,1276,29.5
4864,2721,22.0
2332,964,24.0
3647,4595,30.0
3818,3499,26.5
4806,3133,28.0
3372,1545,24.0
4648,1268,29.0
1599,2894,26.0
4064,2335,23.5
3284,4968,20.5
589,4683,24.5
598,4393,30.0
30,3063,29.5
2278,2078,21.5
3237,4752,22.5
920,1325,28.0
2904,2012,24.5
3481,1088,24.0
599,1282,22.0
2825,4518,27.0
2789,4333,21.5
422,4677,23.5
2351,2512,24.5
423,2385,26.5
4129,3905,21.0
4679,643,28.5
4918,1635,21.0
3601,220,20.5
2349,2117,25.5
4655,3351,28.0
763,3915,25.0
135,4887,26.0
2202,3212,27.0
601,654,25.5
4491,1922,26.0
4509,4161,23.0
4088,4117,22.0
1332,2517,21.5
4111,3150,27.5
2987,2075,27.5
2703,3020,25.5
97,2392,27.0
3016,3806,23.5
421,2212,25.0
730,3700,22.0
1939,277,24.5
4259,4743,20.0
1919,4180,22.5
2373,58,22.0
2764,2601,23.0
1021,1300,21.0
267,511,27.0
2273,2260,25.5
865,653,25.0
3394,845,23.0
4926,3413,21.0
3257,2894,24.0
900,511,24.0
2992,3634,20.0
502,909,22.0
578,1667,21.5
382,1412,21.5
1633,3426,25.5
3055,109,27.0
1375,3645,27.0
4148,4007,22.0
714,2082,20.5
3370,3087,22.5
692,3369,22.0
4945,79,25.0
660,2050,30.0
2847,1066,28.0
4122,1283,23.0
3887,2816,24.0
3711,2066,24.5
2565,670,24.5
687,1320,29.0
1226,477,25.5
474,3123,21.0
2041,2605,23.0
3203,1388,24.0
4288,2881,27.5
4028,3053,21.5
1007,1246,23.5
2183,2964,29.0
2136,3071,24.5
901,3604,23.5
3563,2890,25.0
4043,94,25.5
1475,1339,20.0
2294,2819,25.0
686,3184,30.0
1294,1119,28.5
2085,1789,22.5
1572,2058,26.5
4861,3221,22.5
1876,4410,27.0
3448,4804,25.5
291,926,22.0
3633,2870,29.0
3619,1841,24.5
2141,3218,27.5
3174,1995,21.0
2616,4589,22.0
4526,1857,24.0
1626,3813,23.0
928,4760,23.0
1348,4047,23.5
4360,1521,22.0
4340,3913,21.0
749,3443,22.0
1569,3997,24.0
52,2229,27.0
1652,3303,24.0
4692,4334,29.0
677,3514,25.5
427,3227,21.5
4771,1104,28.5
1922,856,23.5
3372,3172,29.0
1547,2386,20.0
584,2043,27.5
1756,4295,24.0
1364,1257,26.0
4301,677,22.5
1791,1727,21.0
856,2315,29.5
2527,2538,24.5
385,3308,21.5
2058,4072,25.0
4083,3235,28.0
704,1395,24.5
4628,3294,30.0
2975,4956,22.5
4580,1733,27.0
4288,550,30.0
4553,4201,26.0
3518,1546,22.0
1879,3101,22.5
2543,4285,29.5
3348,183,26.5
2305,4919,25.5
4414,1997,23.5
504,3522,21.5
4278,1636,21.0
629,116,26.5
4118,31,29.0
954,2774,30.0
1131,1822,21.0
1704,3534,24.5
836,3902,23.0
3167,638,26.0
4088,2720,27.5
4279,861,26.5
91,4002,20.0
1011,1431,25.0
4373,4740,24.5
1560,2516,22.5
3265,2060,26.5
2072,224,28.0
4825,3662,24.0
912,1966,27.0
3520,2518,23.0
