x,y,radius
542.0,168.8,14.0
862.4,771.9,8.5
25.1,792.3,7.5
42.3,912.0,10.5
190.5,462.7,8.0
680.7,432.1,13.0
228.3,164.2,5.0
580.7,272.7,8.0
653.8,751.9,10.0
774.5,48.4,9.5
743.9,153.4,10.5
978.9,148.2,8.0
931.5,81.8,11.0
44.4,88.7,12.0
325.7,967.9,10.0
684.0,791.9,14.5
614.6,611.0,8.5
710.0,796.0,9.5
646.7,479.8,12.0
225.1,965.9,10.5
554.1,714.4,11.0
335.8,541.6,10.5
647.5,205.3,9.5
223.4,419.2,5.0
263.5,463.5,12.0
954.8,417.0,6.5
427.1,349.2,10.5
763.2,504.8,8.5
860.1,577.2,9.5
604.5,596.2,8.0
651.8,981.8,10.5
959.1,189.3,13.0
76.5,438.2,8.5
406.7,591.2,9.0
964.7,260.6,5.0
176.7,519.4,10.5
450.6,585.8,12.0
796.8,582.9,14.5
95.6,110.1,8.5
975.4,954.4,11.5
963.6,578.5,10.0
699.4,209.6,13.0
260.0,658.6,9.5
937.5,680.3,8.0
251.1,821.9,13.5
569.4,38.4,8.5
791.4,912.8,7.0
219.7,656.7,7.0
351.9,166.8,11.0
777.3,565.8,9.0
118.1,647.0,11.5
330.5,664.2,10.0
437.4,808.9,14.0
301.5,645.6,11.5
328.1,369.1,10.0
547.7,594.9,8.0
376.8,234.9,14.0
500.4,541.5,10.0
32.8,343.6,7.5
614.8,522.6,11.0
312.1,795.5,12.5
579.0,99.5,12.0
712.9,276.0,7.5
817.7,522.1,8.5
114.3,566.0,9.5
94.5,810.1,9.0
812.8,876.5,10.0
897.4,764.3,10.5
259.6,305.2,8.0
819.1,424.6,5.5
157.1,425.5,10.5
171.3,734.5,5.0
629.4,67.3,10.0
429.1,714.8,6.5
812.7,601.3,9.5
328.3,234.3,14.0
823.9,665.5,12.0
237.2,539.5,6.5
236.2,457.7,10.0
71.1,560.7,12.5
954.3,632.8,8.0
206.6,535.1,9.5
451.1,752.6,7.0
33.0,730.8,13.5
539.2,835.2,10.0
102.7,262.9,12.0
751.2,133.7,8.0
70.1,123.8,8.0
265.5,361.5,5.0
310.0,399.4,11.5
394.2,501.1,14.5
120.2,814.3,5.0
671.7,532.0,7.5
34.8,162.4,12.5
479.7,316.5,7.5
757.7,183.6,13.5
663.0,129.3,10.0
956.6,548.8,7.0
127.3,593.0,7.0
506.0,440.4,7.5
844.4,10.3,10.0
617.4,647.5,9.0
388.5,563.3,9.0
691.3,974.5,9.5
778.5,268.9,7.5
688.1,71.5,10.5
236.7,225.0,7.5
427.1,135.9,7.0
356.1,525.2,6.5
820.3,728.5,11.0
677.5,195.6,9.5
220.3,20.9,9.0
968.3,796.7,8.0
394.9,945.7,11.5
947.1,781.7,9.0
934.9,803.3,9.0
656.3,887.6,9.5
451.8,873.3,12.0
978.0,444.5,10.5
712.9,78.9,8.0
111.7,43.0,8.0
732.8,356.2,10.0
664.3,19.2,9.0
612.5,768.6,11.0
948.8,478.8,12.0
299.0,965.6,15.0
486.3,910.6,11.5
133.3,340.5,7.0
671.9,496.1,11.5
812.8,857.8,5.0
101.7,954.0,12.0
505.7,832.5,12.0
740.3,610.5,6.5
868.1,634.4,7.0
435.0,167.0,9.0
17.7,251.0,8.5
874.6,281.9,9.0
404.0,792.6,12.5
537.7,523.5,13.0
330.6,156.3,10.5
132.6,387.8,10.5
719.2,881.2,6.5
509.8,717.4,13.5
578.5,560.4,9.0
60.0,486.8,8.0
819.5,498.3,8.5
739.8,969.9,12.5
783.1,516.9,9.5
375.9,129.6,9.5
223.4,597.2,5.0
303.3,179.7,9.5
832.3,386.4,11.0
945.4,206.2,5.5
364.9,337.7,9.5
696.4,584.2,9.5
862.3,832.4,14.0
481.2,436.3,8.5
483.2,139.3,8.0
57.5,897.0,8.5
607.7,143.7,11.5
20.7,286.0,7.5
286.5,266.5,10.0
281.7,779.4,13.5
374.4,430.7,12.5
770.9,74.5,10.5
845.3,56.5,11.0
350.4,891.8,10.0
728.0,547.4,9.5
559.1,929.0,9.0
622.1,494.6,9.5
203.8,564.1,9.5
972.3,232.0,8.5
92.6,459.4,13.0
497.3,343.1,10.5
768.4,952.4,13.0
359.3,752.8,9.0
397.5,908.9,7.5
610.7,366.4,12.0
147.9,208.0,10.0
793.5,959.8,8.5
875.2,797.8,9.5
722.3,325.3,6.5
875.1,428.8,9.0
134.6,684.4,6.5
882.1,88.2,10.5
965.4,339.6,8.5
813.3,540.1,9.0
894.9,649.2,8.0
360.5,494.3,9.5
95.0,714.9,9.5
150.9,351.7,12.5
197.1,611.6,9.5
833.9,471.9,11.0
259.1,41.0,10.5
231.5,831.6,8.0
82.2,342.3,6.0
512.3,310.2,12.5
649.5,927.8,12.0
647.0,864.9,12.5
559.4,117.6,8.5
479.5,28.1,10.5
733.2,906.4,14.0
974.1,619.4,8.0
596.2,301.7,11.0
871.2,333.1,8.0
580.8,983.5,12.0
521.0,72.4,10.0
225.0,488.6,8.5
667.2,825.3,6.0
937.8,446.5,11.5
241.1,512.2,7.0
237.4,783.3,6.0
506.2,632.1,7.5
884.0,12.4,9.5
482.4,201.6,9.0
448.3,474.7,7.5
14.6,223.0,7.0
807.2,291.0,15.0
507.2,863.7,14.0
667.0,263.7,11.5
70.1,601.3,12.0
744.1,414.7,11.5
673.5,365.9,14.5
142.8,120.0,5.5
423.7,299.3,10.5
94.4,401.8,12.0
322.9,580.4,11.0
371.6,33.1,6.0
634.8,343.0,7.5
115.1,175.7,12.5
387.0,50.1,12.0
918.8,415.5,8.0
30.0,752.6,7.0
377.1,474.5,9.0
387.5,343.1,8.5
359.2,820.0,10.5
147.5,445.3,11.5
810.1,213.5,10.5
983.5,872.3,10.5
462.4,725.0,12.5
861.1,139.5,12.0
134.6,786.6,13.0
307.8,491.6,13.5
590.4,803.2,5.5
203.8,113.6,5.5
302.1,245.1,9.0
283.6,217.1,11.0
787.5,980.7,10.0
297.5,21.1,7.0
79.4,17.5,12.0
764.4,655.8,8.5
874.0,694.6,13.5
94.0,487.8,6.5
284.1,684.2,8.5
946.5,522.1,9.5
678.8,119.1,8.0
790.7,704.4,6.5
297.1,160.0,11.0
896.8,325.6,11.5
222.4,38.8,5.5
277.1,496.8,12.5
404.7,111.9,11.5
511.0,54.1,8.0
591.5,887.4,10.5
707.3,661.9,13.5
700.3,300.3,5.5
990.5,111.9,9.0
950.9,500.4,6.5
476.4,118.0,9.0
370.3,371.4,6.0
550.8,417.8,12.0
472.7,874.1,8.0
91.6,49.9,7.5
830.1,22.5,8.0
706.5,942.6,7.0
493.0,406.5,11.5
900.0,270.2,7.5
464.6,957.5,6.5
767.1,766.1,12.5
137.8,851.1,8.5
800.1,128.9,11.5
659.6,547.4,10.5
76.6,235.0,12.5
601.1,474.0,10.5
543.7,954.9,8.5
319.6,281.6,12.0
263.5,347.5,7.5
755.4,545.9,10.5
785.8,844.9,12.5
657.2,113.6,6.0
941.9,984.4,10.5
910.6,182.9,10.5
619.7,970.6,11.0
358.5,693.6,12.0
754.7,165.1,5.0
768.4,313.2,8.5
18.0,14.9,6.0
798.7,55.1,10.0
325.2,841.1,10.0
893.0,161.1,10.5
912.8,985.4,8.0
575.8,359.6,8.5
572.8,416.8,7.0
580.0,437.9,10.0
300.8,591.5,12.5
212.9,79.7,10.0
299.7,871.1,11.0
418.2,522.1,9.5
63.6,199.1,13.0
739.2,844.6,5.5
276.7,134.0,11.5
895.5,801.8,8.0
751.5,394.4,5.5
158.0,383.6,12.0
108.9,513.6,8.0
165.6,128.0,12.0
778.2,727.9,14.0
945.2,231.1,8.0
860.5,161.7,6.5
621.5,321.7,14.0
570.5,826.8,9.0
28.9,392.8,9.5
406.4,77.0,10.0
359.2,93.5,11.5
936.4,639.2,9.0
907.7,19.8,8.5
961.7,120.7,9.5
554.3,196.3,10.5
653.0,957.3,12.0
431.6,692.3,9.0
673.0,703.1,8.5
581.7,525.2,11.0
940.0,111.8,7.5
932.0,14.6,8.0
586.4,698.5,6.5
614.7,734.1,11.0
101.6,742.9,11.0
102.8,207.7,14.0
876.1,386.0,11.5
120.2,294.5,12.5
905.5,943.8,10.0
323.0,893.9,12.0
552.3,503.1,10.0
521.2,789.2,9.0
831.8,852.3,9.0
416.2,23.0,10.0
166.8,670.3,9.5
579.8,129.1,14.0
209.3,330.8,9.5
531.6,126.2,14.0
850.2,669.8,10.0
560.0,626.9,6.0
814.5,406.4,9.5
466.9,82.9,8.5
190.6,736.3,14.0
73.9,645.8,8.5
451.4,513.1,9.0
434.9,986.7,10.5
605.8,701.7,12.0
666.2,617.0,14.5
165.8,263.3,10.5
595.5,651.5,8.5
718.5,739.4,13.0
654.9,787.7,14.5
816.6,72.8,11.0
809.3,773.0,9.0
464.7,268.5,9.5
985.7,818.6,10.5
951.5,883.5,10.5
759.1,621.3,10.0
312.6,139.6,9.5
443.1,704.5,7.0
373.9,616.3,9.5
456.1,669.7,14.5
553.5,742.3,11.0
404.3,162.3,12.5
827.8,640.0,9.0
874.9,876.8,8.0
206.8,222.2,10.5
76.5,964.9,11.0
309.5,550.9,9.0
273.7,109.8,11.0
439.7,529.3,10.0
440.7,281.9,8.0
355.6,305.0,6.5
216.3,802.8,10.0
978.9,275.0,8.0
562.1,797.7,10.0
479.0,774.1,11.5
150.8,621.6,9.5
287.2,367.1,12.0
855.7,317.2,9.0
974.8,38.5,14.0
222.7,868.1,8.0
14.3,768.2,8.0
899.1,509.6,14.0
284.0,844.2,12.5
833.1,166.8,9.0
750.9,218.6,5.5
58.6,720.1,10.0
912.7,691.1,11.5
795.4,394.3,10.0
567.0,648.3,10.5
389.0,72.7,7.5
96.2,287.4,10.5
952.3,664.5,10.0
633.4,594.7,13.5
711.5,701.9,10.5
98.0,980.9,11.0
973.2,928.5,12.0
412.6,404.0,8.0
297.7,301.5,6.5
276.2,196.8,10.0
729.4,629.7,9.5
122.7,545.9,8.0
53.9,223.3,9.5
815.5,565.5,8.5
101.5,583.1,11.5
733.6,42.7,11.0
777.3,244.5,8.5
467.3,482.5,9.0
29.3,674.5,13.0
42.0,476.1,10.0
229.8,244.6,10.5
406.0,824.0,14.5
322.4,439.1,7.5
871.0,555.8,11.0
55.4,773.4,13.5
152.8,826.9,9.0
115.1,763.0,9.5
896.0,219.2,7.0
958.8,396.7,7.5
217.2,849.3,11.0
799.0,937.4,10.5
455.3,774.6,10.0
751.9,889.6,10.5
686.8,343.6,9.5
830.9,969.0,6.0
269.0,284.1,9.5
310.1,49.0,9.5
17.6,72.0,11.5
896.6,377.1,9.5
226.8,320.8,9.0
340.5,863.6,9.5
284.6,335.7,11.0
200.5,638.2,11.5
150.4,544.4,13.0
162.0,980.1,8.5
293.7,468.3,10.0
143.5,159.8,11.5
764.6,230.4,7.5
932.4,328.0,12.0
344.2,478.9,9.0
412.6,131.6,7.0
954.6,60.8,11.5
32.3,364.9,8.0
343.7,910.2,8.5
981.6,722.3,10.0
676.9,939.2,7.5
259.3,750.4,11.5
404.6,723.0,13.0
21.9,325.7,8.5
605.5,390.4,7.5
144.5,88.6,9.0
531.3,866.9,9.0
277.5,401.7,12.5
310.7,611.9,7.5
829.2,305.4,6.0
625.4,921.6,10.5
455.1,413.9,9.5
123.0,930.9,11.5
656.8,443.1,9.0
529.4,674.8,10.0
322.0,470.4,8.0
30.7,973.8,9.0
608.1,34.1,10.5
356.2,793.5,10.5
759.2,523.0,8.5
623.1,21.1,9.0
565.0,872.4,7.5
817.5,896.7,7.5
452.2,334.0,10.5
359.6,984.6,5.0
338.5,183.2,9.5
48.3,960.8,7.5
246.4,866.1,11.0
198.7,806.4,6.5
688.2,147.2,10.0
762.2,981.7,12.5
169.0,935.8,15.0
927.7,353.6,12.5
214.7,738.4,8.0
52.4,695.4,10.0
136.8,572.2,11.0
882.1,594.8,11.0
186.3,786.0,8.0
613.3,89.1,9.0
810.4,27.6,9.0
869.9,60.9,13.0
68.6,147.1,13.0
760.5,687.8,10.0
332.7,65.2,12.0
669.1,725.9,7.5
369.5,153.9,9.5
177.2,827.4,13.5
576.7,310.8,7.5
240.5,66.8,14.5
280.8,621.2,14.0
860.5,17.3,7.5
534.2,47.4,10.5
750.2,252.9,8.5
833.2,342.5,10.0
632.1,131.7,10.5
787.3,226.1,10.0
625.5,197.3,8.5
742.0,821.1,7.5
435.6,838.7,14.0
480.6,659.1,8.0
297.3,742.1,13.0
382.4,112.4,8.0
428.6,475.6,10.5
430.5,64.9,12.5
75.8,890.6,8.5
715.5,922.9,8.5
815.2,109.4,10.0
198.2,663.4,10.0
409.2,282.7,7.0
518.9,204.2,11.0
211.8,761.5,14.0
831.5,802.1,10.5
922.8,744.1,14.5
488.3,807.7,8.5
933.4,278.0,5.5
407.9,246.6,14.5
606.0,445.7,10.0
295.2,917.1,8.5
159.8,595.6,11.5
788.9,87.2,11.5
657.5,49.5,12.0
743.8,315.6,13.0
694.2,89.5,7.5
711.5,964.7,9.0
17.0,457.6,10.0
46.7,29.5,8.0
607.5,567.2,9.0
569.7,903.0,8.0
137.4,67.5,11.0
433.0,777.0,8.5
148.2,189.5,6.5
505.8,770.5,13.0
742.7,20.4,8.0
682.9,317.1,11.5
530.6,459.1,13.5
917.1,858.5,12.5
626.5,439.6,7.5
644.1,459.0,8.0
271.2,433.8,13.0
142.6,264.6,9.5
506.9,571.0,8.0
344.1,987.7,10.0
408.8,349.3,5.0
971.9,902.8,11.0
586.3,219.3,11.5
812.6,251.5,13.5
144.5,928.9,10.0
833.8,439.8,14.5
526.4,580.6,12.0
213.5,356.3,13.0
943.1,303.1,8.0
406.8,977.3,7.0
811.3,339.3,11.0
48.7,456.5,10.5
188.2,14.2,7.5
774.2,900.8,11.5
450.3,931.2,10.5
629.7,715.3,13.0
888.6,925.0,12.0
217.5,270.1,10.5
728.7,521.2,12.0
274.0,812.8,5.0
401.7,420.8,11.5
287.6,82.1,14.0
500.0,134.1,8.5
645.4,250.0,9.0
14.3,414.3,9.5
254.1,976.8,11.5
167.2,783.7,11.0
630.2,890.2,11.0
796.1,809.9,12.5
926.6,211.8,9.0
849.4,852.2,5.5
109.5,25.1,9.5
710.7,868.4,7.0
452.5,126.2,12.0
493.1,472.5,11.0
909.0,899.8,10.5
550.7,359.3,9.5
489.5,291.0,11.5
865.8,355.9,11.5
134.7,906.4,10.0
512.0,487.7,12.0
646.1,307.2,11.5
833.1,511.8,5.0
207.7,985.4,14.5
7.8,888.9,6.5
689.6,247.4,7.5
775.1,392.4,10.0
332.2,125.6,13.0
704.5,19.7,12.5
908.0,613.3,9.5
511.9,932.3,9.5
194.2,131.2,7.5
604.3,196.3,12.5
653.0,344.2,9.5
560.6,17.7,12.0
659.5,906.0,8.0
848.7,745.0,8.0
602.9,67.7,12.0
106.6,725.8,6.0
720.6,194.8,8.5
981.7,674.5,13.0
186.4,108.2,10.5
853.4,706.2,8.5
17.3,925.7,12.5
220.2,295.4,8.5
284.8,718.9,7.0
319.6,762.8,6.5
895.2,843.8,9.5
535.8,924.8,11.5
532.7,13.2,13.0
29.7,44.8,9.0
828.7,270.1,11.0
160.3,856.1,9.5
924.4,385.3,9.5
523.7,286.7,8.5
75.8,688.1,11.5
479.0,176.6,6.5
486.8,733.1,11.5
85.6,310.1,10.0
462.4,317.2,7.5
732.6,78.3,9.5
708.2,58.2,7.0
141.6,749.6,13.0
245.6,483.3,7.5
267.3,229.5,9.0
456.8,174.4,5.5
114.5,108.3,9.0
248.8,137.5,8.0
560.4,81.7,10.0
177.7,327.1,13.0
551.2,59.9,10.5
448.9,446.7,9.5
638.6,33.4,10.5
432.8,758.9,9.0
968.7,165.3,10.0
665.7,82.7,12.5
250.3,531.5,8.5
268.2,171.0,11.0
406.8,366.9,12.0
98.6,435.2,11.0
202.3,686.3,10.0
460.8,198.7,8.5
809.9,834.7,12.0
556.4,260.4,9.0
837.3,608.3,12.0
331.3,604.0,12.5
494.0,953.3,9.0
783.5,61.7,6.0
44.2,552.7,14.0
580.1,64.7,10.5
713.3,844.6,14.0
833.9,235.3,12.5
21.9,306.6,8.5
786.5,298.4,6.5
754.1,479.1,9.5
473.5,640.1,12.0
933.8,264.3,7.5
871.6,988.7,11.0
886.8,972.5,10.5
360.8,188.6,8.5
481.0,550.9,8.5
364.4,771.8,10.5
376.8,676.9,12.5
404.0,42.2,6.5
77.6,985.9,10.0
116.6,79.1,11.0
863.1,107.7,12.0
660.0,846.2,9.0
899.7,420.7,10.0
977.6,311.9,8.5
900.1,717.1,9.5
94.7,646.6,11.5
790.7,434.8,15.0
853.5,879.8,12.0
930.0,533.2,10.0
141.0,496.1,8.5
599.6,545.3,8.5
668.3,460.3,10.5
725.3,7.1,7.0
531.9,395.1,12.0
725.7,173.5,13.0
708.3,553.9,10.5
799.2,372.4,9.5
379.8,897.5,11.0
855.9,647.9,11.0
248.4,613.8,6.0
12.9,710.1,12.0
22.0,599.7,8.0
214.9,906.9,13.5
365.3,839.2,8.0
781.1,165.9,9.5
737.3,388.5,9.0
237.5,987.1,7.5
164.1,692.0,8.5
402.6,212.0,9.0
211.6,193.7,12.0
762.8,426.7,10.0
877.3,220.0,9.5
52.9,750.8,9.0
859.7,483.7,13.0
724.1,109.8,12.0
7.2,173.2,7.0
472.2,157.9,11.5
677.4,746.9,10.5
137.5,522.6,11.5
399.7,622.3,10.5
670.9,406.5,10.0
518.6,145.7,8.0
424.1,192.6,8.0
260.2,942.9,14.0
340.5,17.6,14.5
560.9,479.6,14.0
308.9,678.3,11.5
53.4,877.5,6.0
707.9,424.2,10.0
701.7,104.8,7.0
320.0,745.3,9.0
860.4,452.1,10.0
427.8,604.2,9.5
538.4,769.7,12.5
430.7,494.1,7.0
671.7,970.0,9.5
501.0,377.2,9.0
721.5,987.3,12.0
308.2,450.8,10.5
920.0,161.2,11.0
16.1,648.1,10.5
914.3,798.6,10.5
323.8,342.9,10.5
63.9,923.5,6.5
258.9,795.0,10.5
362.4,917.7,10.5
804.8,170.1,12.0
658.7,667.8,12.5
92.6,837.8,8.0
56.7,809.0,13.5
972.7,358.7,8.5
852.0,183.1,13.5
342.8,453.1,11.5
803.2,481.7,11.0
524.1,227.7,9.0
710.8,636.8,10.0
247.6,337.3,6.5
379.6,783.8,8.5
571.7,459.1,9.0
606.2,939.9,11.5
170.0,883.5,11.5
586.6,771.7,12.0
917.5,927.9,8.5
986.3,250.6,11.5
809.6,682.5,9.5
95.7,133.4,6.0
680.6,28.4,9.0
620.5,163.9,8.5
332.4,701.3,10.0
