x,y,radius
489,226,9.5
62,665,12.0
908,42,9.0
121,423,8.0
840,321,6.5
642,647,8.5
234,126,8.0
441,405,6.0
784,322,10.0
519,428,10.5
238,34,10.5
30,867,9.5
385,926,7.5
990,352,7.0
480,579,10.0
974,762,10.0
338,522,6.5
356,289,5.0
282,900,12.0
676,223,9.5
793,262,7.5
419,870,12.0
983,740,5.5
235,936,7.0
605,512,10.5
627,221,10.0
182,398,12.5
889,464,10.0
270,137,10.5
285,257,9.0
264,718,10.0
532,956,6.5
678,86,12.5
67,877,7.0
589,814,15.0
660,543,6.5
728,520,11.5
252,166,13.5
338,245,13.0
676,616,10.0
194,875,8.5
866,35,7.0
12,554,11.5
507,17,11.5
90,329,7.5
627,267,15.0
32,434,15.0
344,630,8.0
179,765,9.0
305,703,11.0
846,981,8.5
959,744,9.5
257,10,9.5
278,986,11.0
113,844,14.0
790,690,8.0
834,768,8.5
421,635,12.5
314,323,8.0
371,857,10.0
542,168,14.0
862,771,8.5
960,190,7.5
482,127,13.5
329,588,9.5
315,456,14.0
465,677,7.0
480,598,7.5
720,744,9.0
244,981,5.5
28,482,10.5
697,558,12.5
932,80,9.5
44,88,12.0
325,967,10.0
683,791,14.5
889,593,8.5
59,540,8.0
610,484,8.0
639,525,13.0
439,720,10.0
654,498,13.0
29,650,9.5
986,965,9.5
91,405,12.5
81,40,10.5
834,180,9.0
427,349,12.5
763,504,8.5
860,577,9.5
604,596,8.0
288,362,10.5
619,628,13.0
241,770,10.5
243,960,12.0
407,590,10.5
964,260,5.0
176,519,10.5
450,585,12.0
796,582,14.5
229,185,8.5
16,940,12.0
961,578,12.5
699,209,13.0
726,162,9.5
863,181,6.5
679,497,9.0
827,860,5.0
40,921,11.0
909,598,11.0
649,110,5.5
166,602,10.0
748,96,7.5
733,870,10.5
759,915,11.5
804,759,5.5
321,860,11.5
127,543,9.0
903,805,13.5
382,400,8.5
252,477,12.5
714,947,8.5
816,432,9.0
77,947,7.5
926,354,9.0
923,531,7.5
314,608,7.5
401,967,9.5
127,185,7.5
852,793,10.0
704,114,10.0
525,119,9.5
877,232,9.0
363,898,9.0
774,279,11.0
162,242,13.5
102,32,9.0
630,64,7.0
981,141,6.5
672,443,10.5
720,23,8.0
136,113,11.5
340,897,10.5
325,230,6.5
80,636,12.0
873,648,8.0
666,985,8.5
365,986,9.0
561,950,8.0
424,814,12.0
351,661,11.5
31,731,12.0
539,835,10.0
102,262,12.0
751,133,8.0
70,123,8.0
553,307,5.0
501,399,11.0
812,382,7.5
148,218,10.5
182,689,13.0
479,316,7.5
757,183,13.5
662,129,10.0
32,140,7.0
433,315,10.0
869,281,9.0
66,691,9.5
432,179,13.5
125,305,5.5
235,239,12.5
450,201,11.0
141,420,11.0
265,754,12.0
196,616,11.0
20,245,8.5
203,72,8.5
488,157,11.0
934,803,9.0
259,834,9.5
817,495,11.0
889,634,7.5
875,113,9.5
655,796,10.0
733,355,8.0
934,778,9.0
182,108,12.5
824,76,8.5
888,774,13.5
621,384,11.0
266,79,11.5
529,49,8.5
793,296,8.5
433,440,10.0
170,278,10.0
291,808,12.5
323,748,9.0
928,52,10.5
99,956,9.5
505,832,12.0
740,610,6.5
462,16,7.0
283,202,13.5
553,726,14.0
751,836,8.5
867,984,12.0
387,640,8.5
392,413,5.5
59,486,7.0
84,66,8.5
741,974,8.0
783,516,9.5
375,129,9.5
223,597,5.0
761,729,9.5
834,385,7.5
945,206,5.5
364,337,9.5
696,584,9.5
194,794,14.0
929,702,8.5
89,723,10.5
14,64,8.0
608,140,7.5
20,286,7.5
771,74,10.0
845,56,11.0
261,651,10.0
969,233,11.5
717,78,13.0
547,610,10.5
459,484,9.5
855,460,8.5
544,67,6.0
969,788,9.0
171,333,10.5
750,25,7.5
766,36,10.0
101,346,8.5
109,655,5.0
399,99,8.0
398,905,11.0
887,176,12.0
441,613,6.0
734,323,11.0
419,975,8.5
299,911,8.0
706,317,8.0
318,259,11.0
819,109,10.5
800,837,9.5
631,133,10.0
12,678,9.0
829,283,10.5
343,860,8.5
307,216,6.5
307,650,9.5
799,70,12.5
969,116,8.0
38,955,11.5
902,749,9.5
632,450,8.5
304,596,7.0
976,622,13.0
243,790,7.0
656,256,8.5
597,119,5.5
860,74,11.0
570,517,9.0
343,171,9.5
590,698,9.0
588,536,13.5
14,223,7.0
463,440,15.0
512,296,7.0
573,40,11.0
697,980,12.0
919,173,12.0
422,412,6.0
716,854,11.0
71,600,13.5
744,414,11.5
673,365,14.5
158,175,5.5
52,130,10.0
223,467,13.0
311,781,13.0
883,19,7.5
634,343,8.5
317,155,12.5
124,946,10.5
359,819,11.5
147,445,11.5
810,213,10.5
983,872,10.5
462,725,12.5
861,139,12.0
134,786,13.0
307,491,13.5
476,990,5.5
847,440,9.0
300,243,6.0
986,672,11.0
95,9,7.5
837,610,11.5
118,802,9.5
694,13,7.5
85,500,10.0
195,714,13.0
454,814,10.5
277,496,13.0
873,816,11.5
321,11,11.0
775,709,12.5
833,11,8.0
880,435,14.0
51,563,10.0
145,258,9.5
663,959,7.5
137,672,10.0
946,500,11.5
11,852,9.0
551,417,9.0
216,654,8.0
727,645,7.5
647,732,12.5
965,61,10.0
370,67,10.5
777,543,8.5
414,492,7.5
530,593,8.0
141,847,13.5
28,763,11.5
369,185,6.5
400,307,12.0
705,928,10.5
484,742,9.5
886,838,12.5
390,670,9.0
804,940,8.0
294,470,8.5
687,923,8.0
943,956,6.5
433,51,8.0
856,481,10.0
945,988,6.5
943,522,10.5
264,438,10.0
180,217,7.0
916,234,11.0
55,801,10.5
839,723,12.0
8,894,8.0
976,942,14.0
50,757,6.5
39,63,7.0
575,360,10.5
572,416,7.0
579,437,10.0
58,721,12.5
515,464,12.0
67,364,7.5
205,208,8.0
10,724,9.5
988,407,11.5
751,394,5.5
158,383,12.0
543,705,8.0
938,628,12.0
513,508,8.5
844,347,9.0
168,781,8.5
233,869,12.5
294,863,10.5
598,977,13.0
405,734,8.0
580,210,10.0
271,290,7.0
687,147,5.5
672,702,9.0
541,929,11.0
401,833,10.0
439,984,11.5
97,203,7.5
60,902,11.5
69,459,7.5
386,493,14.5
613,736,12.5
766,428,8.5
659,871,14.0
822,446,5.5
293,313,10.5
348,462,11.0
167,670,10.0
530,781,14.0
31,174,12.5
248,63,7.0
749,208,7.5
149,688,10.0
120,760,8.0
421,31,13.5
644,27,12.5
581,774,14.0
946,432,13.5
688,269,11.0
528,821,7.5
592,270,12.5
744,155,6.5
983,331,15.0
796,671,8.0
364,776,13.0
139,511,10.0
922,923,7.0
462,926,15.0
172,500,7.5
80,553,12.5
806,414,6.5
403,160,10.5
827,640,9.0
581,591,8.0
78,238,14.0
604,873,10.0
132,206,9.5
338,74,9.0
885,309,8.5
387,78,8.5
83,439,10.5
307,561,13.5
164,479,12.5
460,309,8.0
711,286,9.5
572,662,13.0
661,203,7.0
373,198,6.0
471,652,10.5
455,756,11.5
258,928,12.0
354,102,10.5
917,781,8.0
794,394,11.5
296,335,10.5
664,924,10.0
595,650,8.0
702,620,10.0
752,298,9.0
345,431,11.0
678,940,10.0
575,464,12.0
98,583,7.5
733,42,11.0
788,39,8.5
213,91,8.0
564,189,11.5
801,816,10.5
209,24,8.5
651,616,9.5
74,418,7.5
222,292,10.0
164,820,11.0
319,53,11.5
819,151,7.0
820,707,12.0
957,397,9.0
217,849,11.0
656,684,10.5
136,564,8.0
753,892,6.5
686,343,9.5
830,968,6.0
564,15,9.5
280,704,11.0
512,201,11.0
233,809,13.0
292,285,12.5
746,61,11.5
409,133,10.0
198,639,8.5
150,544,13.0
88,984,8.5
504,123,8.5
685,816,10.0
142,158,9.5
764,230,7.5
932,328,12.0
525,694,9.0
603,311,10.5
299,10,9.0
630,591,13.0
807,915,10.0
125,9,9.5
814,888,13.5
390,244,9.0
615,196,15.0
492,791,8.5
201,131,8.0
523,285,7.5
416,390,12.5
614,458,10.0
341,135,11.0
617,694,10.5
348,796,10.5
900,398,9.0
870,557,10.5
407,515,10.5
984,21,11.0
972,94,10.5
354,608,9.0
385,222,10.0
150,736,11.0
388,57,7.0
19,37,12.0
300,86,10.5
687,725,7.5
489,417,9.5
980,48,8.0
319,395,10.0
329,682,12.0
823,230,10.5
609,26,10.5
672,397,8.0
356,305,7.0
562,265,8.5
336,556,11.0
511,676,12.0
214,967,9.0
400,17,11.0
901,372,9.5
485,544,11.5
853,851,7.5
248,309,9.0
797,855,8.0
935,864,9.5
257,865,10.0
575,312,12.0
372,361,14.5
175,171,6.0
507,143,7.5
280,54,9.0
512,323,7.0
315,837,11.5
62,209,8.5
225,10,10.0
739,707,9.0
445,671,11.5
668,40,9.5
749,253,9.0
878,400,10.0
103,703,7.0
29,894,11.5
7,310,6.5
503,869,12.0
277,948,7.5
762,625,11.0
154,927,11.5
954,653,14.0
469,797,5.0
32,687,8.0
719,788,13.5
738,800,7.0
34,382,8.5
863,95,8.5
717,189,9.0
527,338,12.0
849,745,9.0
574,128,12.5
385,713,13.0
439,837,9.0
680,295,12.5
321,917,8.5
69,319,7.0
207,901,9.5
622,162,11.0
614,50,11.0
469,153,8.0
736,541,10.0
660,421,12.5
507,746,8.5
819,556,11.0
512,711,9.5
47,30,9.0
786,977,9.0
889,337,5.5
622,928,10.5
433,775,12.0
148,189,6.5
885,954,13.0
282,397,10.5
37,838,8.0
99,741,10.0
983,270,14.0
228,409,10.5
428,469,9.5
936,280,11.5
524,73,8.5
961,971,11.5
82,668,7.0
501,571,8.5
834,872,6.0
680,749,8.0
329,351,7.5
895,67,13.5
935,672,11.0
812,338,8.5
48,456,10.5
188,14,7.5
715,262,11.5
148,67,14.5
986,475,9.5
161,624,10.5
436,524,13.0
464,251,12.0
823,464,12.5
887,897,12.0
897,710,7.5
164,953,10.0
925,212,10.0
103,95,5.5
614,955,6.0
783,239,10.0
277,322,7.0
753,113,9.5
360,528,8.0
486,336,8.5
111,774,7.0
544,273,8.5
493,454,10.0
267,669,6.0
858,600,9.5
125,585,14.0
378,750,12.0
842,532,10.0
526,559,13.5
206,987,12.0
883,690,6.5
795,162,13.0
165,357,10.0
860,887,8.5
220,225,8.0
93,464,9.5
120,389,6.0
617,660,9.0
666,660,12.5
548,589,10.0
540,799,6.5
485,773,8.0
599,841,10.0
713,537,9.5
990,180,8.5
957,881,11.0
644,888,5.0
564,92,5.0
560,841,11.0
511,932,9.0
313,880,7.5
589,717,9.5
202,149,7.5
926,761,9.0
491,940,11.5
703,241,6.5
373,33,8.0
344,742,10.5
13,85,8.0
264,810,12.0
107,725,6.5
774,762,8.5
787,494,12.0
396,786,10.0
554,527,7.5
301,677,11.0
222,674,8.0
285,167,12.0
548,652,12.5
635,323,9.5
536,15,10.5
747,474,10.5
401,944,10.5
120,84,10.0
200,535,10.5
456,701,10.5
195,822,13.5
908,986,10.5
643,156,8.5
468,277,10.5
900,932,12.5
289,438,13.5
41,497,7.5
912,866,10.5
913,684,12.0
959,324,9.0
409,196,9.0
88,761,7.5
222,443,7.0
456,399,9.5
121,924,11.0
457,177,9.5
114,108,9.0
248,137,8.0
879,370,10.0
260,195,8.0
952,546,10.0
969,165,9.5
36,352,12.5
805,535,8.0
469,504,6.5
84,141,10.5
342,703,10.0
103,295,12.0
405,228,5.5
983,836,12.5
612,336,7.0
876,924,10.0
411,658,12.0
815,37,9.5
394,344,7.0
703,669,6.0
309,183,11.5
578,895,10.5
380,446,13.0
895,515,13.0
213,255,12.0
249,115,7.5
847,774,5.5
285,726,11.0
293,626,9.0
340,112,6.5
293,129,12.5
491,716,11.5
802,112,6.0
316,299,9.5
16,332,11.5
797,712,9.5
789,91,7.5
759,983,9.5
768,568,13.0
902,420,7.0
894,274,8.5
141,760,6.0
805,140,7.0
428,147,12.0
318,425,7.0
283,965,7.5
983,561,9.5
762,876,11.0
817,679,10.0
180,739,7.5
500,484,12.0
412,716,9.0
984,650,8.0
552,973,13.5
791,434,13.5
461,330,12.0
254,534,8.5
176,134,11.5
213,320,5.5
815,848,7.0
924,20,12.0
694,700,9.5
243,449,12.0
338,293,6.5
634,301,12.5
645,464,6.0
863,163,11.0
408,358,8.5
266,377,8.0
232,490,8.5
493,209,7.0
388,561,6.5
199,664,11.0
136,377,5.5
84,904,12.0
234,739,7.5
668,902,11.0
451,355,10.5
458,517,9.0
269,684,8.5
261,43,9.0
613,367,7.5
59,102,8.0
256,517,7.5
140,240,6.5
820,257,12.0
91,817,10.5
581,236,12.0
984,195,5.5
348,498,13.0
541,687,6.0
675,471,9.5
844,677,9.0
864,707,10.5
43,150,5.5
13,382,11.0
401,424,6.5
982,723,11.5
903,329,8.0
136,815,12.0
380,888,7.0
474,200,10.5
30,398,7.0
838,568,8.0
312,982,9.5
804,960,8.0
723,102,10.5
234,526,10.0
694,641,12.0
935,252,12.5
884,40,10.0
901,484,6.0
466,103,12.0
11,417,9.0
550,360,11.0
383,616,8.0
763,684,10.5
425,697,13.0
822,401,10.0
275,304,5.0
326,634,8.5
19,458,8.5
300,66,9.0
235,53,7.5
739,911,6.5
206,427,11.5
627,488,9.0
79,104,7.5
632,879,9.0
876,672,11.0
755,524,11.0
415,258,10.5
592,192,7.5
53,779,9.5
204,743,11.0
937,464,11.5
335,384,8.0
750,773,11.5
117,637,11.5
38,671,7.0
546,33,10.0
740,631,10.0
76,21,9.0
521,855,9.0
678,110,11.5
116,215,6.5
651,58,10.5
111,192,7.0
16,266,12.5
989,79,9.5
322,370,10.5
213,339,10.5
982,306,9.0
299,757,11.5
170,225,5.0
143,488,8.5
415,611,11.0
375,419,9.5
650,844,10.0
115,493,11.0
252,611,8.0
527,221,10.5
85,358,10.0
271,104,12.5
911,310,11.5
829,49,5.5
847,110,10.0
299,259,5.0
494,363,11.5
367,470,9.5
491,299,10.0
118,982,8.5
610,289,9.5
48,885,9.0
373,160,13.5
511,634,5.5
68,963,9.5
869,322,9.0
988,600,7.0
421,71,11.5
524,143,9.5
978,442,8.5
506,537,9.0
221,71,7.5
372,835,8.5
373,300,8.0
769,406,11.0
821,828,12.0
817,983,10.5
121,735,9.5
711,341,14.5
827,747,10.5
857,13,10.0
717,396,13.0
934,117,14.0
16,12,12.0
113,405,9.0
419,745,9.0
781,951,14.0
103,240,8.0
9,169,9.5
589,297,8.5
884,484,9.0
101,433,6.0
509,894,11.0
838,493,10.0
364,553,15.0
294,542,9.5
226,988,6.0
696,951,8.0
437,118,10.5
812,600,7.5
354,885,5.5
614,79,13.5
975,210,8.0
327,475,5.0
334,986,9.5
607,678,8.0
580,97,10.0
466,953,11.5
983,907,10.5
414,443,8.5
987,583,10.0
261,228,10.5
644,705,10.5
900,567,15.0
12,797,11.5
854,210,10.0
715,490,8.5
336,197,10.0
152,902,13.0
977,808,10.5
608,714,7.0
178,985,10.5
661,76,7.0
883,291,7.0
560,482,9.0
529,520,10.0
494,959,7.0
931,838,5.5
391,36,8.0
564,911,10.0
585,379,9.5
291,837,11.0
642,911,13.5
250,570,14.0
773,302,8.5
236,370,10.5
723,428,12.0
944,731,10.0
7,828,5.5
18,706,10.0
466,878,10.5
714,373,8.0
991,773,8.5
771,98,10.5
771,377,12.5
564,792,8.0
113,560,13.0
767,13,13.0
398,864,8.0
908,843,9.5
472,409,8.5
906,540,9.5
596,37,5.5
38,294,8.5
117,515,10.0
721,987,6.5
158,862,9.0
496,660,8.5
212,765,10.0
714,971,6.5
15,135,7.5
225,915,12.5
636,477,5.0
188,459,11.5
436,913,7.0
556,820,8.0
75,792,11.0
638,46,6.5
720,914,7.0
375,690,12.0
950,79,8.5
339,276,9.5
550,113,10.5
236,330,11.5
645,361,9.5
64,516,15.0
40,545,9.0
145,336,12.5
178,941,5.5
303,737,8.0
528,309,13.0
914,621,11.5
445,277,10.0
571,610,8.5
173,155,5.5
923,739,6.5
434,13,8.0
13,592,12.5
559,399,5.5
609,764,15.0
696,430,9.0
143,617,8.0
514,811,9.0
275,783,14.0
539,245,12.0
660,769,13.0
913,899,9.0
175,872,10.5
319,895,7.5
844,24,7.0
983,508,11.5
355,13,9.5
801,15,11.5
362,231,10.5
323,125,9.0
657,597,10.0
445,865,12.0
113,129,6.0
727,894,13.5
415,113,10.5
272,270,8.0
812,656,12.5
552,136,7.0
324,513,8.0
562,870,11.5
109,455,8.5
875,606,8.0
492,190,10.0
772,850,14.0
365,936,11.0
757,656,13.5
174,840,11.0
436,495,13.0
708,45,11.5
78,381,12.0
783,915,12.0
645,191,11.5
953,770,10.5
497,915,12.0
713,657,9.5
316,804,8.0
58,627,5.5
325,538,9.0
276,340,9.5
861,363,8.5
62,151,11.0
217,580,8.5
149,984,15.0
849,873,9.0
226,165,11.5
744,496,11.5
472,466,9.5
738,735,10.0
588,485,11.5
222,788,8.5
529,622,6.5
286,230,12.5
220,356,7.5
936,309,6.5
698,185,10.0
922,413,6.5
897,659,8.0
276,461,11.0
946,168,12.5
45,10,9.5
673,240,7.5
706,834,10.0
777,742,11.0
323,659,8.5
504,778,8.0
588,22,10.5
913,276,10.5
216,116,11.0
111,169,13.0
505,987,10.0
286,657,12.0
346,837,10.5
64,66,11.5
854,960,9.5
965,601,8.5
303,961,10.5
988,111,9.0
477,26,10.0
263,886,11.5
212,697,6.5
239,843,10.0
12,750,9.0
331,796,5.5
635,241,5.5
990,159,9.5
26,977,6.0
645,938,13.0
571,287,8.5
982,987,12.5
927,584,11.0
561,502,7.0
250,700,12.5
128,278,13.5
669,15,15.0
887,725,9.5
16,963,10.0
121,28,9.0
733,834,8.0
70,189,8.0
150,18,11.0
944,229,10.0
589,58,11.0
902,156,11.5
372,90,10.5
760,314,8.5
664,150,11.0
733,294,9.5
925,380,13.5
273,852,9.5
161,93,11.5
818,21,6.5
439,650,10.0
806,277,11.5
650,573,13.0
931,979,8.5
826,515,6.5
986,696,13.0
630,835,9.0
702,739,8.0
658,313,12.0
201,190,9.5
87,851,11.0
332,93,10.0
47,193,11.0
486,843,7.0
273,619,10.5
264,969,10.5
892,251,13.0
156,794,9.0
382,322,11.0
488,8,8.0
537,197,14.0
961,917,9.5
823,936,11.0
620,988,10.0
786,215,13.0
563,750,9.0
465,565,10.5
193,327,12.0
95,118,10.5
451,636,6.5
337,408,10.0
567,551,11.5
814,302,13.0
458,782,13.0
388,986,13.5
677,544,10.5
509,226,6.5
947,97,7.5
486,640,7.5
861,384,12.5
333,611,10.5
676,633,7.0
125,336,5.5
160,406,10.5
142,711,10.0
540,946,5.5
765,935,8.5
171,51,13.0
240,595,12.0
298,609,6.0
162,148,6.0
449,464,12.0
48,852,8.5
574,972,7.0
907,732,6.5
391,202,8.0
814,175,9.0
13,914,12.0
614,351,8.0
693,64,8.5
207,398,12.5
796,554,11.0
748,856,8.5
967,360,11.0
94,570,5.0
934,651,6.0
636,394,6.5
203,358,8.5
378,12,10.5
847,697,8.0
182,258,10.5
398,571,7.0
839,158,13.0
352,188,6.5
190,168,6.5
440,238,8.5
989,95,6.5
806,516,10.0
78,478,10.5
418,540,10.5
711,686,12.5
707,510,11.5
60,435,12.5
426,930,11.0
390,381,12.0
39,791,8.0
522,915,11.0
632,428,12.5
655,340,8.5
509,967,9.0
884,92,12.5
710,459,8.0
504,347,6.5
477,807,6.0
614,534,12.5
541,399,11.5
832,805,13.0
123,249,12.5
410,849,8.0
225,207,9.0
300,383,12.0
400,811,12.0
426,295,11.0
41,706,9.5
913,344,7.0
57,645,8.5
510,61,9.5
416,238,7.0
348,970,9.5
460,377,12.5
8,869,8.0
86,694,9.0
970,422,10.5
686,321,11.5
963,518,8.5
284,520,12.0
861,940,11.5
72,990,7.0
313,200,5.5
736,11,11.5
777,475,5.5
126,54,11.0
866,301,10.0
731,373,9.0
373,516,9.5
597,616,12.0
106,910,8.0
159,760,11.5
745,434,7.5
517,36,8.0
772,257,11.0
131,229,7.0
159,116,11.5
78,576,10.0
538,463,11.0
279,12,10.0
237,428,8.5
78,264,12.0
201,558,11.0
901,14,10.5
958,449,5.5
896,222,12.0
10,775,10.0
416,787,7.0
312,352,9.5
600,218,11.0
503,281,6.0
836,846,9.5
309,36,7.0
9,533,7.5
433,599,10.0
80,303,12.0
969,897,6.0
620,403,7.5
628,10,10.5
